case_id,year,court,case_type,bail_amount_inr,days_to_bail_order
2137,2023,District Court - West,Theft,7300,22
2138,2023,District Court - South,Assault,13300,13
2139,2023,District Court - Central,Public Nuisance,29600,39
2140,2023,District Court - East,Cheating,24600,22
2141,2023,District Court - North,Cheating,21500,25
2142,2023,District Court - East,Domestic Dispute,16800,17
2143,2023,District Court - Central,Public Nuisance,11300,19
2144,2023,District Court - East,Cheating,9200,11
2145,2023,District Court - Central,Domestic Dispute,33300,22
2146,2023,District Court - Central,Assault,55600,44
2147,2023,District Court - South,Cheating,87100,17
2148,2023,District Court - West,Domestic Dispute,10300,16
2149,2023,District Court - West,Cheating,21400,6
2150,2023,District Court - South,Theft,9900,25
2151,2023,District Court - East,Assault,16800,10
2152,2023,District Court - Central,Domestic Dispute,8700,6
2153,2023,District Court - Central,Cheating,9900,41
2154,2023,District Court - East,NDPS,5800,35
2155,2023,District Court - East,Domestic Dispute,6700,5
2156,2023,District Court - East,Cyber Offence,8300,15
2157,2023,District Court - East,NDPS,6200,44
2158,2023,District Court - Central,NDPS,31000,5
2159,2023,District Court - North,Theft,21100,10
2160,2023,District Court - North,NDPS,5300,4
2161,2023,District Court - North,Cheating,17900,18
2162,2023,District Court - North,Assault,35500,40
2163,2023,District Court - Central,Assault,15400,20
2164,2023,District Court - North,Public Nuisance,4900,19
2165,2023,District Court - East,Cheating,20300,43
2166,2023,District Court - West,Assault,16500,26
2167,2023,District Court - Central,Cyber Offence,12000,1
2168,2023,District Court - North,Assault,27000,44
2169,2023,District Court - West,Domestic Dispute,11500,7
2170,2023,District Court - West,Assault,36500,44
2171,2023,District Court - West,Assault,17600,37
2172,2023,District Court - Central,NDPS,19600,34
2173,2023,District Court - North,NDPS,33800,12
2174,2023,District Court - South,NDPS,20100,27
2175,2023,District Court - East,NDPS,10700,31
2176,2023,District Court - Central,Cyber Offence,19400,37
2177,2023,District Court - South,Cyber Offence,12300,31
2178,2023,District Court - North,Assault,10700,37
2179,2023,District Court - West,Public Nuisance,26800,27
2180,2023,District Court - West,Assault,29900,5
2181,2023,District Court - South,Cyber Offence,7100,3
2182,2023,District Court - North,Domestic Dispute,10200,17
2183,2023,District Court - West,Cyber Offence,39400,30
2184,2023,District Court - Central,Cyber Offence,13400,19
2185,2023,District Court - West,Domestic Dispute,13600,11
2186,2023,District Court - East,Cyber Offence,7300,19
2187,2023,District Court - East,Cheating,7200,13
2188,2023,District Court - South,Cheating,22900,23
2189,2023,District Court - East,Assault,47400,8
2190,2023,District Court - North,Cheating,41600,39
2191,2023,District Court - Central,Theft,8400,9
2192,2023,District Court - South,Cyber Offence,5200,39
2193,2023,District Court - Central,Domestic Dispute,57200,33
2194,2023,District Court - South,Public Nuisance,17600,18
2195,2023,District Court - Central,Public Nuisance,27300,26
2196,2023,District Court - Central,Assault,12900,22
2197,2023,District Court - South,Theft,26500,16
2198,2023,District Court - West,Domestic Dispute,14800,24
2199,2023,District Court - Central,Domestic Dispute,10200,26
2200,2023,District Court - West,Theft,26300,42
2201,2023,District Court - East,Cheating,30100,43
2202,2023,District Court - South,Public Nuisance,6600,11
2203,2023,District Court - East,Theft,23600,26
2204,2023,District Court - North,Domestic Dispute,22900,35
2205,2023,District Court - North,Theft,26700,41
2206,2023,District Court - Central,NDPS,25400,4
2207,2023,District Court - South,NDPS,37700,2
2208,2023,District Court - South,Assault,25700,30
2209,2023,District Court - East,Assault,5500,18
2210,2023,District Court - North,Public Nuisance,9200,10
2211,2023,District Court - North,Domestic Dispute,17500,39
2212,2023,District Court - Central,Cheating,14900,22
2213,2023,District Court - North,Cyber Offence,19300,35
2214,2023,District Court - West,Assault,10400,16
2215,2023,District Court - North,Domestic Dispute,11800,14
2216,2023,District Court - Central,Assault,57500,27
2217,2023,District Court - East,Theft,25600,30
2218,2023,District Court - West,NDPS,16200,22
2219,2023,District Court - West,Assault,24200,15
2220,2023,District Court - South,Theft,10100,41
2221,2023,District Court - East,Theft,25800,42
2222,2023,District Court - West,Public Nuisance,13500,40
2223,2023,District Court - East,Domestic Dispute,12100,36
2224,2023,District Court - East,Public Nuisance,7500,15
2225,2023,District Court - North,Assault,33300,21
2226,2023,District Court - North,Domestic Dispute,31100,36
2227,2023,District Court - North,Public Nuisance,39600,28
2228,2023,District Court - East,Cheating,8900,13
2229,2023,District Court - Central,Cyber Offence,12200,42
2230,2023,District Court - West,Public Nuisance,7100,41
2231,2023,District Court - West,Cheating,12100,2
2232,2023,District Court - East,Domestic Dispute,12100,21
2233,2023,District Court - West,Public Nuisance,18700,39
2234,2023,District Court - East,Public Nuisance,20300,1
2235,2023,District Court - South,Theft,12300,2
2236,2023,District Court - West,Domestic Dispute,8500,26
2237,2023,District Court - South,Theft,24500,32
2238,2023,District Court - West,Theft,23000,7
2239,2023,District Court - North,Theft,36400,28
2240,2023,District Court - North,Cheating,10800,7
2241,2023,District Court - Central,NDPS,5400,12
2242,2023,District Court - West,Cheating,19800,2
2243,2023,District Court - North,Cheating,11400,27
2244,2023,District Court - North,Assault,18500,43
2245,2023,District Court - East,Theft,30000,12
2246,2023,District Court - East,NDPS,22500,29
2247,2023,District Court - North,Cheating,40300,15
2248,2023,District Court - East,Cheating,6800,1
2249,2023,District Court - East,Cyber Offence,18400,18
2250,2023,District Court - East,Public Nuisance,28900,1
2251,2023,District Court - North,Assault,27500,10
2252,2023,District Court - West,Domestic Dispute,40400,24
2253,2023,District Court - West,Domestic Dispute,5900,23
2254,2023,District Court - East,Cyber Offence,14400,35
2255,2023,District Court - South,Cheating,11700,45
2256,2023,District Court - South,Cheating,29200,43
2257,2023,District Court - South,Domestic Dispute,88800,8
2258,2023,District Court - West,Domestic Dispute,31200,36
2259,2023,District Court - East,Theft,11400,12
2260,2023,District Court - South,Cyber Offence,38600,18
2261,2023,District Court - South,NDPS,7100,33
2262,2023,District Court - East,Theft,6700,17
2263,2023,District Court - West,Cyber Offence,17700,25
2264,2023,District Court - East,NDPS,10700,10
2265,2023,District Court - North,Theft,40500,37
2266,2023,District Court - North,Domestic Dispute,12400,12
2267,2023,District Court - West,Domestic Dispute,17400,25
2268,2023,District Court - West,Cheating,26400,22
2269,2023,District Court - South,Cyber Offence,43900,9
2270,2023,District Court - East,Cyber Offence,22100,14
2271,2023,District Court - East,Theft,39900,28
2272,2023,District Court - Central,Public Nuisance,17500,24
2273,2023,District Court - Central,NDPS,58700,40
2274,2023,District Court - West,Public Nuisance,29100,43
2275,2023,District Court - West,Theft,38300,35
2276,2023,District Court - East,Theft,18600,16
2277,2023,District Court - South,NDPS,16000,1
2278,2023,District Court - East,Theft,13200,21
2279,2023,District Court - West,Domestic Dispute,10300,35
2280,2023,District Court - South,Assault,23700,18
2281,2023,District Court - Central,Cyber Offence,9700,10
2282,2023,District Court - North,Cheating,19200,23
2283,2023,District Court - East,Cyber Offence,22400,7
2284,2023,District Court - North,Cyber Offence,13900,36
2285,2023,District Court - Central,Assault,21200,41
2286,2023,District Court - South,Assault,35800,15
2287,2023,District Court - North,Cyber Offence,16600,17
2288,2023,District Court - West,Assault,16900,4
2289,2023,District Court - West,Public Nuisance,7700,7
2290,2023,District Court - Central,NDPS,13900,24
2291,2023,District Court - Central,Cyber Offence,10700,7
2292,2023,District Court - West,Domestic Dispute,11900,9
2293,2023,District Court - Central,Cyber Offence,27500,14
2294,2023,District Court - South,Cyber Offence,22800,20
2295,2023,District Court - East,Cheating,16000,25
2296,2023,District Court - South,Cheating,27400,29
2297,2023,District Court - East,Public Nuisance,23600,45
2298,2023,District Court - Central,NDPS,36400,7
2299,2023,District Court - South,Theft,5700,2
2300,2023,District Court - North,Assault,29000,8
2301,2023,District Court - North,Theft,19500,26
2302,2023,District Court - North,Public Nuisance,10500,26
2303,2023,District Court - East,Theft,37900,32
2304,2023,District Court - North,Cheating,99100,32
2305,2023,District Court - West,Theft,8400,12
2306,2023,District Court - South,Theft,28800,10
2307,2023,District Court - North,Public Nuisance,7800,33
2308,2023,District Court - Central,Theft,5600,26
2309,2023,District Court - South,Theft,36200,33
2310,2023,District Court - South,Cheating,15000,26
2311,2023,District Court - North,Cyber Offence,11500,33
2312,2023,District Court - South,Cyber Offence,22100,29
2313,2023,District Court - North,Public Nuisance,30300,37
2314,2023,District Court - North,Theft,18700,13
2315,2023,District Court - North,Public Nuisance,29100,37
2316,2023,District Court - South,Cyber Offence,43700,28
2317,2023,District Court - West,Assault,19800,43
2318,2023,District Court - North,Cheating,59400,34
2319,2023,District Court - West,Cheating,11500,17
2320,2023,District Court - North,Domestic Dispute,19200,1
2321,2023,District Court - West,Assault,28200,42
2322,2023,District Court - East,NDPS,56900,10
2323,2023,District Court - South,NDPS,52600,25
2324,2023,District Court - South,Cheating,20700,16
2325,2023,District Court - Central,Theft,16300,5
2326,2023,District Court - Central,Theft,19800,7
2327,2023,District Court - West,Theft,18200,13
2328,2023,District Court - West,Domestic Dispute,123700,3
2329,2023,District Court - Central,Public Nuisance,11300,2
2330,2023,District Court - South,Public Nuisance,11200,5
2331,2023,District Court - Central,Theft,14000,17
2332,2023,District Court - North,Assault,12600,18
2333,2023,District Court - South,Cyber Offence,28100,9
2334,2023,District Court - South,Cyber Offence,21600,1
2335,2023,District Court - West,Assault,28400,21
2336,2023,District Court - West,Cheating,4900,32
2337,2023,District Court - East,Theft,6800,25
2338,2023,District Court - Central,Theft,33400,5
2339,2023,District Court - South,NDPS,5200,1
2340,2023,District Court - West,Public Nuisance,12600,4
2341,2023,District Court - East,Theft,15500,1
2342,2023,District Court - West,Cheating,14000,22
2343,2023,District Court - East,Domestic Dispute,10300,34
2344,2023,District Court - South,Assault,9200,27
2345,2023,District Court - South,Domestic Dispute,25000,26
2346,2023,District Court - Central,Public Nuisance,13400,41
2347,2023,District Court - North,Domestic Dispute,20900,34
2348,2023,District Court - East,Cheating,15800,27
2349,2023,District Court - East,Assault,11300,33
2350,2023,District Court - West,Domestic Dispute,78400,26
2351,2023,District Court - North,NDPS,15800,31
2352,2023,District Court - East,Domestic Dispute,16200,27
2353,2023,District Court - Central,Cheating,12500,7
2354,2023,District Court - South,Cheating,20100,36
2355,2023,District Court - Central,Cyber Offence,35100,5
2356,2023,District Court - North,NDPS,16400,29
2357,2023,District Court - West,Cheating,34600,26
2358,2023,District Court - West,Cheating,10900,18
2359,2023,District Court - East,Cheating,25000,3
2360,2023,District Court - West,Public Nuisance,14400,9
2361,2023,District Court - North,Theft,21500,5
2362,2023,District Court - Central,Cheating,36300,24
2363,2023,District Court - East,NDPS,10100,20
2364,2023,District Court - West,Assault,15200,41
2365,2023,District Court - East,NDPS,32700,8
2366,2023,District Court - West,Public Nuisance,10400,33
2367,2023,District Court - Central,Cyber Offence,15800,36
2368,2023,District Court - North,NDPS,9800,29
2369,2023,District Court - South,Domestic Dispute,3300,29
2370,2023,District Court - North,Public Nuisance,6700,7
2371,2023,District Court - West,Theft,57300,4
2372,2023,District Court - West,Assault,8400,6
2373,2023,District Court - Central,Assault,21000,21
2374,2023,District Court - North,NDPS,19200,43
2375,2023,District Court - Central,Domestic Dispute,40900,16
2376,2023,District Court - South,Cyber Offence,12400,42
2377,2023,District Court - North,Cyber Offence,42800,35
2378,2023,District Court - Central,Cyber Offence,62500,19
2379,2023,District Court - Central,Theft,28500,16
2380,2023,District Court - West,Public Nuisance,7800,32
2381,2023,District Court - East,Theft,8100,38
2382,2023,District Court - West,Domestic Dispute,50900,15
2383,2023,District Court - West,Cyber Offence,39500,9
2384,2023,District Court - West,Cyber Offence,12600,35
2385,2023,District Court - West,Cyber Offence,18700,36
2386,2023,District Court - South,Cheating,19200,41
2387,2023,District Court - South,Domestic Dispute,8500,35
2388,2023,District Court - South,NDPS,12000,41
2389,2023,District Court - West,Public Nuisance,9400,45
2390,2023,District Court - North,Assault,14600,35
2391,2023,District Court - North,Cheating,7800,45
2392,2023,District Court - West,Cheating,16900,6
2393,2023,District Court - East,NDPS,10800,38
2394,2023,District Court - East,Domestic Dispute,15900,11
2395,2023,District Court - North,Assault,18400,39
2396,2023,District Court - East,Domestic Dispute,14600,7
2397,2023,District Court - East,Cheating,6800,8
2398,2023,District Court - West,Cheating,9300,14
2399,2023,District Court - West,Theft,3600,28
2400,2023,District Court - North,Cyber Offence,31300,11
2401,2023,District Court - South,Public Nuisance,23100,35
2402,2023,District Court - Central,Public Nuisance,16400,14
2403,2023,District Court - North,Domestic Dispute,24000,30
2404,2023,District Court - South,Assault,13100,16
2405,2023,District Court - Central,NDPS,28600,27
2406,2023,District Court - East,Assault,26100,31
2407,2023,District Court - North,Cheating,21400,45
2408,2023,District Court - South,Cyber Offence,7200,16
2409,2023,District Court - East,Cheating,14200,37
2410,2023,District Court - Central,Public Nuisance,16000,45
2411,2023,District Court - Central,Cyber Offence,16100,36
2412,2023,District Court - North,Cheating,16500,43
2413,2023,District Court - North,Theft,18500,33
2414,2023,District Court - North,Public Nuisance,26600,19
2415,2023,District Court - South,Public Nuisance,13600,27
2416,2023,District Court - South,Domestic Dispute,19600,5
2417,2023,District Court - West,NDPS,22300,35
2418,2023,District Court - Central,Public Nuisance,27500,20
2419,2023,District Court - West,Assault,16300,1
2420,2023,District Court - South,Cyber Offence,17900,43
2421,2023,District Court - South,Public Nuisance,15300,34
2422,2023,District Court - East,Cyber Offence,11700,28
2423,2023,District Court - South,Theft,4900,29
2424,2023,District Court - East,Theft,14500,13
2425,2023,District Court - South,NDPS,25400,33
2426,2023,District Court - South,Cheating,51100,8
2427,2023,District Court - Central,Theft,21000,23
2428,2023,District Court - North,Cyber Offence,21900,18
2429,2023,District Court - South,Public Nuisance,12800,29
2430,2023,District Court - Central,Public Nuisance,9300,23
2431,2023,District Court - West,NDPS,11900,25
2432,2023,District Court - North,Domestic Dispute,35600,5
2433,2023,District Court - East,NDPS,21600,11
2434,2023,District Court - East,Cyber Offence,13500,29
2435,2023,District Court - Central,Domestic Dispute,26300,14
2436,2023,District Court - East,Cheating,8300,9
2437,2023,District Court - North,Domestic Dispute,45900,23
2438,2023,District Court - East,NDPS,5900,9
2439,2023,District Court - East,Domestic Dispute,11300,45
2440,2023,District Court - North,Theft,15200,21
2441,2023,District Court - Central,Cyber Offence,24600,24
2442,2023,District Court - North,Domestic Dispute,15700,42
2443,2023,District Court - Central,Domestic Dispute,12200,29
2444,2023,District Court - North,Theft,14100,38
2445,2023,District Court - Central,Cheating,4300,37
2446,2023,District Court - West,NDPS,13800,31
2447,2023,District Court - North,Assault,11000,8
2448,2023,District Court - South,Public Nuisance,9400,12
2449,2023,District Court - East,Cyber Offence,4300,13
2450,2023,District Court - South,Domestic Dispute,11400,3
2451,2023,District Court - East,NDPS,16500,28
2452,2023,District Court - South,NDPS,46100,37
2453,2023,District Court - South,NDPS,22800,34
2454,2023,District Court - South,Domestic Dispute,22800,40
2455,2023,District Court - North,Public Nuisance,6700,37
2456,2023,District Court - North,Theft,8600,6
2457,2023,District Court - South,Cheating,48900,30
2458,2023,District Court - Central,NDPS,12400,43
2459,2023,District Court - South,Theft,7400,24
2460,2023,District Court - North,Domestic Dispute,10700,17
2461,2023,District Court - East,Assault,11500,41
2462,2023,District Court - Central,Domestic Dispute,19000,30
2463,2023,District Court - East,NDPS,14700,11
2464,2023,District Court - South,Theft,9100,1
2465,2023,District Court - West,Cyber Offence,22700,7
2466,2023,District Court - Central,Theft,24600,24
2467,2023,District Court - North,NDPS,16500,24
2468,2023,District Court - Central,Public Nuisance,9600,34
2469,2023,District Court - South,Cyber Offence,23400,40
2470,2023,District Court - South,Theft,8900,45
2471,2023,District Court - South,Cheating,38200,4
2472,2023,District Court - North,Cheating,22900,13
2473,2023,District Court - Central,Assault,37900,36
2474,2023,District Court - Central,Public Nuisance,23800,43
2475,2023,District Court - South,NDPS,9900,15
2476,2023,District Court - West,Public Nuisance,11800,9
2477,2023,District Court - North,Cheating,8400,7
2478,2023,District Court - North,Assault,22100,23
2479,2023,District Court - North,Cyber Offence,3900,22
2480,2023,District Court - West,Public Nuisance,18800,18
2481,2023,District Court - West,Theft,72300,39
2482,2023,District Court - South,Cheating,8700,43
2483,2023,District Court - North,Domestic Dispute,10100,11
2484,2023,District Court - North,Domestic Dispute,16900,2
2485,2023,District Court - East,NDPS,15600,35
2486,2023,District Court - North,Cyber Offence,20300,27
2487,2023,District Court - Central,Public Nuisance,62200,16
2488,2023,District Court - East,Theft,40300,34
2489,2023,District Court - West,Domestic Dispute,13300,26
2490,2023,District Court - Central,NDPS,10200,13
2491,2023,District Court - West,Theft,10800,8
2492,2023,District Court - North,Domestic Dispute,14600,18
2493,2023,District Court - South,Cyber Offence,7900,43
2494,2023,District Court - South,Assault,47100,9
2495,2023,District Court - Central,Assault,10700,27
2496,2023,District Court - West,Domestic Dispute,11400,12
2497,2023,District Court - West,Cheating,12300,15
2498,2023,District Court - East,Theft,31600,38
2499,2023,District Court - West,Assault,38200,5
2500,2023,District Court - South,Cheating,5400,38
2501,2023,District Court - East,Domestic Dispute,6000,1
2502,2023,District Court - East,Public Nuisance,3300,21
2503,2023,District Court - Central,Public Nuisance,19200,25
2504,2023,District Court - South,Assault,29400,37
2505,2023,District Court - East,NDPS,16500,30
2506,2023,District Court - West,Domestic Dispute,11600,20
2507,2023,District Court - East,Cheating,25100,37
2508,2023,District Court - South,Assault,29500,11
2509,2023,District Court - North,NDPS,9400,35
2510,2023,District Court - South,Domestic Dispute,42900,14
2511,2023,District Court - North,Cyber Offence,10800,39
2512,2023,District Court - South,Cheating,16600,42
2513,2023,District Court - West,Theft,24300,9
2514,2023,District Court - East,Assault,10800,5
2515,2023,District Court - North,Cheating,40500,36
2516,2023,District Court - North,Cheating,11300,28
2517,2023,District Court - East,Assault,10100,42
2518,2023,District Court - East,Cyber Offence,19100,12
2519,2023,District Court - Central,Cheating,23100,3
2520,2023,District Court - North,Cheating,18900,41
2521,2023,District Court - West,Theft,44800,7
2522,2023,District Court - East,Cyber Offence,14800,31
2523,2023,District Court - North,Assault,9100,35
2524,2023,District Court - South,Domestic Dispute,14900,31
2525,2023,District Court - East,Theft,33000,3
2526,2023,District Court - North,NDPS,26700,12
2527,2023,District Court - South,NDPS,18100,11
2528,2023,District Court - Central,Assault,13500,37
2529,2023,District Court - West,Public Nuisance,42100,42
2530,2023,District Court - West,Theft,7700,18
2531,2023,District Court - Central,NDPS,6900,25
2532,2023,District Court - West,Cheating,42300,35
2533,2023,District Court - West,NDPS,6900,42
2534,2023,District Court - South,Assault,7500,29
2535,2023,District Court - South,Assault,4100,30
2536,2023,District Court - North,Domestic Dispute,30300,22
2537,2023,District Court - South,Cheating,31600,27
2538,2023,District Court - West,NDPS,24600,10
2539,2023,District Court - Central,Cyber Offence,34100,20
2540,2023,District Court - North,Cyber Offence,18200,11
2541,2023,District Court - North,Cheating,14400,22
2542,2023,District Court - West,Cheating,28600,11
2543,2023,District Court - East,Theft,30700,13
2544,2023,District Court - Central,Cheating,5100,35
2545,2023,District Court - South,Theft,30200,37
2546,2023,District Court - West,Theft,7400,19
2547,2023,District Court - East,NDPS,19300,7
2548,2023,District Court - North,Public Nuisance,35000,28
2549,2023,District Court - West,Public Nuisance,9200,31
2550,2023,District Court - Central,Domestic Dispute,10900,32
2551,2023,District Court - South,Assault,11800,39
2552,2023,District Court - Central,Domestic Dispute,3200,27
2553,2023,District Court - North,Theft,7100,29
2554,2023,District Court - East,Theft,13100,14
2555,2023,District Court - North,Domestic Dispute,23900,30
2556,2023,District Court - South,Theft,24800,24
2557,2023,District Court - Central,Cheating,15700,40
2558,2023,District Court - East,Public Nuisance,18200,42
2559,2023,District Court - North,Assault,13300,18
2560,2023,District Court - North,Cheating,24800,40
2561,2023,District Court - North,Cheating,16400,29
2562,2023,District Court - Central,Domestic Dispute,30800,41
2563,2023,District Court - Central,Public Nuisance,9200,34
2564,2023,District Court - East,Theft,9200,44
2565,2023,District Court - Central,Cheating,19300,42
2566,2023,District Court - West,Domestic Dispute,13200,3
2567,2023,District Court - Central,Cheating,27000,20
2568,2023,District Court - South,Cyber Offence,7900,6
2569,2023,District Court - Central,NDPS,17900,40
2570,2023,District Court - North,Theft,21400,26
2571,2023,District Court - Central,Cyber Offence,34200,34
2572,2023,District Court - Central,Assault,15800,15
2573,2023,District Court - West,Theft,15300,2
2574,2023,District Court - North,Domestic Dispute,33600,28
2575,2023,District Court - South,Cyber Offence,28700,27
2576,2023,District Court - West,Public Nuisance,38900,22
2577,2023,District Court - North,Theft,12400,3
2578,2023,District Court - West,Domestic Dispute,32800,43
2579,2023,District Court - Central,Domestic Dispute,14700,11
2580,2023,District Court - West,Public Nuisance,3700,7
2581,2023,District Court - Central,Public Nuisance,64800,23
2582,2023,District Court - West,Cheating,15500,8
2583,2023,District Court - Central,Domestic Dispute,5100,16
2584,2023,District Court - North,Cyber Offence,13700,36
2585,2023,District Court - West,Cyber Offence,25900,9
2586,2023,District Court - West,Domestic Dispute,17800,31
2587,2023,District Court - Central,Assault,6500,39
2588,2023,District Court - South,Public Nuisance,10100,32
2589,2023,District Court - North,NDPS,7800,28
2590,2023,District Court - East,NDPS,4100,15
2591,2023,District Court - East,Cheating,21800,1
2592,2023,District Court - East,Domestic Dispute,15700,28
2593,2023,District Court - West,Theft,9600,23
2594,2023,District Court - North,Cheating,24000,32
2595,2023,District Court - East,Cheating,66900,17
2596,2023,District Court - Central,Cheating,19500,7
2597,2023,District Court - South,Cyber Offence,14600,14
2598,2023,District Court - South,Cyber Offence,10800,6
2599,2023,District Court - Central,Theft,29200,10
2600,2023,District Court - North,Cyber Offence,19000,40
2601,2023,District Court - East,Cheating,50200,33
2602,2023,District Court - Central,Theft,12400,39
2603,2023,District Court - West,Cyber Offence,11900,43
2604,2023,District Court - West,Cyber Offence,15200,36
2605,2023,District Court - East,Assault,10400,25
2606,2023,District Court - East,Assault,14100,41
2607,2023,District Court - East,Domestic Dispute,39100,25
2608,2023,District Court - Central,Assault,4800,7
2609,2023,District Court - West,Cheating,18000,2
2610,2023,District Court - North,Public Nuisance,46600,39
2611,2023,District Court - South,Cyber Offence,15500,17
2612,2023,District Court - West,Cyber Offence,22800,12
2613,2023,District Court - West,Cheating,24300,14
2614,2023,District Court - Central,Domestic Dispute,16700,45
2615,2023,District Court - West,NDPS,21100,36
2616,2023,District Court - East,Cyber Offence,24900,12
2617,2023,District Court - South,NDPS,18400,37
2618,2023,District Court - North,Domestic Dispute,17200,37
2619,2023,District Court - North,Assault,6200,28
2620,2023,District Court - North,Cyber Offence,28200,29
2621,2023,District Court - West,Public Nuisance,24700,32
2622,2023,District Court - Central,Assault,16400,21
2623,2023,District Court - South,Cheating,47100,38
2624,2023,District Court - West,Domestic Dispute,19600,30
2625,2023,District Court - West,Cheating,10500,29
2626,2023,District Court - West,Domestic Dispute,36300,17
2627,2023,District Court - Central,Public Nuisance,17000,21
2628,2023,District Court - North,NDPS,15000,26
2629,2023,District Court - West,Public Nuisance,15000,33
2630,2023,District Court - North,Domestic Dispute,11900,43
2631,2023,District Court - South,Cheating,25700,42
2632,2023,District Court - East,NDPS,12100,9
2633,2023,District Court - South,Cyber Offence,22300,17
2634,2023,District Court - South,Public Nuisance,23300,18
2635,2023,District Court - North,NDPS,30500,13
2636,2023,District Court - West,Theft,16600,20
2637,2023,District Court - North,NDPS,22300,20
2638,2023,District Court - West,NDPS,32300,40
2639,2023,District Court - North,Domestic Dispute,31400,35
2640,2023,District Court - Central,Cyber Offence,4300,17
2641,2023,District Court - Central,Assault,13800,7
2642,2024,District Court - South,Assault,9100,2
2643,2024,District Court - East,Cyber Offence,14400,43
2644,2024,District Court - Central,Cyber Offence,81500,23
2645,2024,District Court - East,Cyber Offence,16800,2
2646,2024,District Court - East,Public Nuisance,18700,16
2647,2024,District Court - North,NDPS,8800,1
2648,2024,District Court - West,Cheating,38700,9
2649,2024,District Court - South,Public Nuisance,16600,2
2650,2024,District Court - West,Assault,21600,31
2651,2024,District Court - South,Public Nuisance,10500,21
2652,2024,District Court - East,Cheating,10600,8
2653,2024,District Court - North,Public Nuisance,11100,3
2654,2024,District Court - Central,Cyber Offence,43000,16
2655,2024,District Court - South,Cheating,8900,5
2656,2024,District Court - South,Theft,5300,38
2657,2024,District Court - South,Assault,20800,45
2658,2024,District Court - South,Cyber Offence,16800,5
2659,2024,District Court - South,Assault,31600,15
2660,2024,District Court - Central,NDPS,6500,10
2661,2024,District Court - Central,Assault,10700,37
2662,2024,District Court - East,Theft,8500,40
2663,2024,District Court - Central,Public Nuisance,25200,4
2664,2024,District Court - South,Assault,11000,15
2665,2024,District Court - North,Cheating,7100,44
2666,2024,District Court - Central,Public Nuisance,47100,13
2667,2024,District Court - West,Cyber Offence,33100,14
2668,2024,District Court - South,NDPS,8800,45
2669,2024,District Court - South,Public Nuisance,8900,38
2670,2024,District Court - West,Assault,8800,10
2671,2024,District Court - West,Cheating,18400,29
2672,2024,District Court - West,Assault,34600,4
2673,2024,District Court - Central,Public Nuisance,15800,1
2674,2024,District Court - South,Public Nuisance,37100,25
2675,2024,District Court - Central,Assault,23600,6
2676,2024,District Court - East,Assault,9100,34
2677,2024,District Court - West,Theft,12600,21
2678,2024,District Court - North,Assault,12000,17
2679,2024,District Court - West,NDPS,6400,7
2680,2024,District Court - North,Assault,14500,10
2681,2024,District Court - West,Cheating,16500,36
2682,2024,District Court - North,Theft,60200,45
2683,2024,District Court - North,Public Nuisance,12300,17
2684,2024,District Court - South,Cheating,58800,28
2685,2024,District Court - Central,Public Nuisance,18300,38
2686,2024,District Court - East,Cheating,19500,3
2687,2024,District Court - Central,Theft,27900,21
2688,2024,District Court - East,Cyber Offence,30600,25
2689,2024,District Court - West,Domestic Dispute,86100,28
2690,2024,District Court - South,Theft,22400,3
2691,2024,District Court - Central,Public Nuisance,20300,36
2692,2024,District Court - East,Domestic Dispute,9400,1
2693,2024,District Court - Central,Theft,16800,41
2694,2024,District Court - South,Domestic Dispute,14800,17
2695,2024,District Court - East,Public Nuisance,7400,29
2696,2024,District Court - North,Domestic Dispute,9900,21
2697,2024,District Court - South,Domestic Dispute,23900,5
2698,2024,District Court - South,Domestic Dispute,19900,6
2699,2024,District Court - West,Public Nuisance,28000,37
2700,2024,District Court - West,Domestic Dispute,9700,22
2701,2024,District Court - Central,Cheating,7300,16
2702,2024,District Court - South,Public Nuisance,42400,16
2703,2024,District Court - Central,Cyber Offence,6800,4
2704,2024,District Court - East,Theft,5300,28
2705,2024,District Court - Central,NDPS,3800,45
2706,2024,District Court - East,Domestic Dispute,26100,6
2707,2024,District Court - North,Cyber Offence,16300,28
2708,2024,District Court - East,Public Nuisance,27000,26
2709,2024,District Court - East,Cheating,25300,27
2710,2024,District Court - North,NDPS,12900,26
2711,2024,District Court - East,Assault,20500,9
2712,2024,District Court - West,Cheating,24400,41
2713,2024,District Court - Central,Domestic Dispute,47400,30
2714,2024,District Court - West,Public Nuisance,11600,10
2715,2024,District Court - North,Theft,27700,25
2716,2024,District Court - Central,Public Nuisance,22800,12
2717,2024,District Court - East,Assault,16700,45
2718,2024,District Court - South,Domestic Dispute,25900,24
2719,2024,District Court - West,Cheating,12100,12
2720,2024,District Court - South,Cheating,54700,6
2721,2024,District Court - South,Cheating,6600,28
2722,2024,District Court - West,Domestic Dispute,7900,9
2723,2024,District Court - East,Cyber Offence,12900,28
2724,2024,District Court - East,Public Nuisance,10200,16
2725,2024,District Court - South,Domestic Dispute,83200,42
2726,2024,District Court - Central,Domestic Dispute,22200,17
2727,2024,District Court - North,Public Nuisance,11300,15
2728,2024,District Court - South,Theft,6700,28
2729,2024,District Court - East,Assault,11300,45
2730,2024,District Court - East,Domestic Dispute,4800,14
2731,2024,District Court - West,Assault,5600,15
2732,2024,District Court - East,NDPS,19000,26
2733,2024,District Court - East,NDPS,7000,18
